Jessamine.Zelenia.Alvarado@dtaa.com,0,0
Gemma.Charlotte.Bartlett@dtaa.com,0,0
Helen.Angela.Shepard@dtaa.com,0,0
Cyrus.Jin.Park@dtaa.com,0,0
Faith.Nelle.Ortega@hotmail.com,0,0
Odessa.Susan.Bowman@dtaa.com,0,0
Jerome.Alec.Wallace@dtaa.com,0,0
Donna.Carissa.Herrera@dtaa.com,0,0
Ashton.Henry.Valencia@optonline.net,0,0
Nyssa.Zephr.Tyler@dtaa.com,0,0
Keelie.Sydney.Rosa@hotmail.com,0,0
Lesley.Leigh.Guthrie@raytheon.com,0,0
Wanda.Cora.Walter@optonline.net,0,0
Suki.Alexa.Snyder@cox.net,0,0
Constance.Cara.Mclaughlin@harris.com,0,0
Jeanette.Colette.Santos@bellsouth.net,0,0
Illana.Keelie.Kim@comcast.net,0,0
Maris.Roary.Welch@verizon.net,0,0
Lael.Miranda.Dillard@earthlink.net,0,0
Joseph.Nicholas.Pennington@verizon.net,0,0
Deborah.Ursa.Burton@comcast.net,0,0
Kelly.Tyrone.Weaver@comcast.net,0,0
