Ivana.Cecilia.Patton@dtaa.com,0,0
Nicholas.Leo.Hodges@sbcglobal.net,0,0
Craig.Blake.Mccarthy@boeing.com,0,0
Jane.Erica.Davis@dtaa.com,0,0
Igor.Malik.Mcfarland@optonline.net,0,0
Christen.Aiko.Lee@cox.net,0,0
Gabriel.Merritt.Calderon@aol.com,0,0
Vladimir.Adam.Cameron@hp.com,0,0
Dillon.John.Kirkland@northropgrumman.com,0,0
Whitney.Karyn.Noble@yahoo.com,0,0
Talon.August.Osborn@raytheon.com,0,0
Sade.Regina.Sykes@optonline.net,0,0
Sarah.Rhonda.Flowers@hp.com,0,0
Karina.Candice.Madden@optonline.net,0,0
Vladimir.Nasim.Page@earthlink.net,0,0
Dorian.Hamilton.Pruitt@hp.com,0,0
