Lucius.Plato.Russell@dtaa.com,0,0
Erich.Addison.Le@dtaa.com,0,0
Rhiannon.Jayme.Leblanc@gmail.com,0,0
Nola.Rinah.Melton@dtaa.com,0,0
Olivia.Lacy.Mcpherson@dtaa.com,0,0
Inez.Meghan.Skinner@raytheon.com,0,0
Zorita.Jolie.Obrien@netzero.com,0,0
Colette.Josephine.Graves@cox.net,0,0
Imani.Doris.Meyer@dtaa.com,0,0
Kerry.Cleo.Mcintosh@hp.com,0,0
Macy.Imani.Mclean@dtaa.com,0,0
Harper.Robert.Harding@verizon.net,0,0
Gisela.Eleanor.Carroll@dtaa.com,0,0
Nicholas.Andrew.Patton@sbcglobal.net,0,0
Jonathan.Zachery.Watson@optonline.net,0,0
Isabelle.Germane.Mooney@verizon.net,0,0
Rhoda.Pamela.Mcleod@dtaa.com,0,0
Anne.Jaden.Blevins@boeing.com,0,0
Hanna.Gisela.Rush@harris.com,0,0
Louis.Calvin.Lancaster@boeing.com,0,0
Cara.Kiona.Poole@boeing.com,0,0
Leonard.Jonah.Barrett@northropgrumman.com,0,0
Rhea.Odette.Solis@optonline.net,0,0
Byron.Asher.Franks@yahoo.com,0,0
Camilla.Shafira.Hunter@raytheon.com,0,0
Melissa.Charity.Lee@raytheon.com,0,0
Jeanette.Isabelle.Golden@yahoo.com,0,0
Stacy.Brenda.Kirby@optonline.net,0,0
Beck.Arden.Klein@verizon.net,0,0
Amity.Dana.Pittman@yahoo.com,0,0
Madeline.Bree.Pate@aol.com,0,0
Alexa.Libby.Ramirez@verizon.net,0,0
