Magee.Kibo.Fletcher@comcast.net,0,0
Julian.Ulysses.Davidson@dtaa.com,0,0
Doris.Harriet.Humphrey@dtaa.com,0,0
Giacomo.Hamilton.Giles@dtaa.com,0,0
Quyn.Tara.Patterson@dtaa.com,0,0
Timothy.Barclay.Glass@cox.net,0,0
Sonya.Maisie.Newton@cox.net,0,0
Addison.Evan.Dillon@earthlink.net,0,0
Sacha.Dakota.Cox@charter.net,0,0
Chaney.Gage.Maxwell@charter.net,0,0
Quinlan.Rigel.Calhoun@cox.net,0,0
Kamal.Yuli.Blackburn@earthlink.net,0,0
Calvin.Caleb.Stanton@charter.net,0,0
Kylynn.Lesley.Little@aol.com,0,0
Alexandra.Quin.Simon@charter.net,0,0
