Theodore.Upton.Barry@dtaa.com,0,0
Halee.Morgan.Wilkins@dtaa.com,0,0
Austin.Stewart.Mccarthy@dtaa.com,0,0
Mufutau.Elmo.Lara@dtaa.com,0,0
Sean.Declan.Hull@dtaa.com,0,0
Samantha.Sandra.Orr@gmail.com,0,0
Chloe.Darrel.Hobbs@dtaa.com,0,0
Alisa.Shaine.Adkins@dtaa.com,0,0
Charles.Rooney.Hobbs@hp.com,0,0
Regina.Hillary.Hawkins@bellsouth.net,0,0
Kevin.Declan.Forbes@earthlink.net,0,0
Isabelle.Jena.Pratt@raytheon.com,0,0
Kirby.Tana.Mercado@verizon.net,0,0
Ferris.Kennedy.Silva@aol.com,0,0
Bo.Virginia.Fox@raytheon.com,0,0
Jonas.Gregory.Harper@harris.com,0,0
Reese.Colin.Hinton@comcast.net,0,0
Stephen.Quentin.Mcclain@northropgrumman.com,0,0
Yardley.Nissim.Tanner@hp.com,0,0
Lev.Malachi.Odom@hotmail.com,0,0
Wade.Casey.Elliott@bellsouth.net,0,0
Armand.Dillon.Carr@hp.com,0,0
Brynne.Kaden.Crawford@netzero.com,0,0
Chastity.Larissa.Joyner@earthlink.net,0,0
Marsden.Stephen.Foster@charter.net,0,0
Beck.Lester.Frank@earthlink.net,0,0
Ethan.Beau.Gates@yahoo.com,0,0
Arsenio.Keefe.Fuentes@sbcglobal.net,0,0
