Quintessa.Kaye.Walter@dtaa.com,0,0
Phoebe.Orla.Holloway@dtaa.com,0,0
Perry.Deacon.Harding@dtaa.com,0,0
Petra.Sydney.Maynard@optonline.net,0,0
Ina.Sigourney.Crosby@optonline.net,0,0
Sloane.Noble.Wise@juno.com,0,0
Eric.Clark.Goodman@aol.com,0,0
Cole.Thor.Manning@dtaa.com,0,0
Robert.Edan.Strong@msn.com,0,0
Edward.Hu.Pickett@dtaa.com,0,0
Fulton.Hamilton.Dyer@cox.net,0,0
Myles.Colin.Todd@bellsouth.net,0,0
Dana.Ori.Cooke@bellsouth.net,0,0
Demetrius.Ronan.Fletcher@juno.com,0,0
Hector.Gannon.Head@harris.com,0,0
Samson.Merritt.Moses@sbcglobal.net,0,0
Ursula.Kiayada.Montgomery@charter.net,0,0
Tanner.Erasmus.Leblanc@optonline.net,0,0
Brent.Jameson.Suarez@northropgrumman.com,0,0
Melissa.Shafira.Mcfadden@comcast.net,0,0
Robert.Timon.Harding@charter.net,0,0
Dorian.Derek.Schultz@harris.com,0,0
Kirestin.Audra.Knox@comcast.net,0,0
Kareem.Arthur.Day@netzero.com,0,0
Lewis.Cade.Hunter@aol.com,0,0
