Ira.Rooney.Franklin@dtaa.com,0,0
Robert.Cooper.Holloway@dtaa.com,0,0
Eagan.Arthur.Holman@dtaa.com,0,0
Neil.Tad.Cochran@dtaa.com,0,0
Suki.Noelle.Savage@dtaa.com,0,0
Lesley.Britanney.Willis@hp.com,0,0
Jeremy.Logan.Hill@dtaa.com,0,0
Hakeem.Cullen.Ellis@dtaa.com,0,0
Dillon.Benjamin.Valenzuela@dtaa.com,0,0
Maile.Eliana.Tate@netzero.com,0,0
Megan.Brynn.Snyder@dtaa.com,0,0
Sawyer.Clinton.Morgan@earthlink.net,0,0
Whitney.Sierra.Welch@hotmail.com,0,0
Jermaine.Lucian.Tyson@sbcglobal.net,0,0
Melinda.Michelle.Wiggins@netzero.com,0,0
Graham.Upton.Marshall@verizon.net,0,0
Hall.Macon.Graves@comcast.net,0,0
Wylie.Palmer.Morris@yahoo.com,0,0
Zachary.Herman.Barron@aol.com,0,0
Jael.Shellie.Mays@juno.com,0,0
