Joelle.Eleanor.Best@dtaa.com,0,0
Laith.Dante.Forbes@dtaa.com,0,0
Jelani.Malachi.Wagner@dtaa.com,0,0
John.Xavier.Duffy@dtaa.com,0,0
Kyle.Troy.Hull@dtaa.com,0,0
Zeph.Christopher.Battle@dtaa.com,0,0
Kirsten.Nevada.Wilkerson@dtaa.com,0,0
Conan.Neil.Andrews@sbcglobal.net,0,0
Farrah.Emerald.Alvarez@yahoo.com,0,0
Derek.Thomas.Petersen@hotmail.com,0,0
Sara.Ursa.Shannon@northropgrumman.com,0,0
Steel.Jarrod.Mayer@gmail.com,0,0
Erica.Portia.Mooney@juno.com,0,0
Colt.Dalton.Rivera@gmail.com,0,0
Ciara.Samantha.Hancock@gmail.com,0,0
Colin.Nicolas.Miles@charter.net,0,0
Gage.Xander.Bullock@hotmail.com,0,0
Hedy.Lillith.Fletcher@verizon.net,0,0
Kessie.Willa.Beach@msn.com,0,0
Clark.Tobias.Cole@hotmail.com,0,0
Elijah.Dean.Merrill@aol.com,0,0
