Troy.Jonathan.Warren@sbcglobal.net,0,0
Bevis.Dante.Mayo@dtaa.com,0,0
Ignacia.Savannah.Sampson@sbcglobal.net,0,0
Odysseus.Thor.Stuart@charter.net,0,0
Alma.Barbara.Moon@dtaa.com,0,0
Herrod.Davis.Frazier@earthlink.net,0,0
Yvonne.Adena.Porter@dtaa.com,0,0
Octavius.Ulric.Sexton@dtaa.com,0,0
William.Leroy.Sharpe@msn.com,0,0
Armando.James.Ortega@dtaa.com,0,0
Sopoline.Sarah.Morin@verizon.net,0,0
Quinlan.Roth.Rios@juno.com,0,0
Emmanuel.Damon.Nash@cox.net,0,0
Keaton.Justin.Estes@earthlink.net,0,0
Kaseem.Paki.Molina@msn.com,0,0
Chancellor.Asher.Barber@cox.net,0,0
Belle.Christine.Wagner@verizon.net,0,0
Unity.Quinn.Chambers@netzero.com,0,0
Quail.Ariana.Kirk@harris.com,0,0
Bruno.Jamal.Mathis@juno.com,0,0
Flavia.Maile.Sexton@sbcglobal.net,0,0
Jason.Mufutau.Cooper@yahoo.com,0,0
Jakeem.Brody.Moon@aol.com,0,0
Illiana.Hillary.Hurley@hp.com,0,0
