Myles.Tad.Richard@optonline.net,0.0
Freya.Diana.Henry@hp.com,0.0
Demetrius.Lamar.Moreno@harris.com,0.0
Sopoline.Ria.Walters@comcast.net,0.0
Hayden.Allistair.Brady@bellsouth.net,0.0
Nichole.Cara.Floyd@charter.net,0.0
Amaya.Brielle.Vaughan@optonline.net,0.0
Evelyn.Juliet.Newman@boeing.com,0.0
Clayton.Dale.Russo@charter.net,0.0
Ulla.Madaline.Donaldson@verizon.net,0.0
Lev.Conan.Nash@raytheon.com,0.0
Sloane.Jana.Schultz@northropgrumman.com,0.0
Troy.Lane.Bright@northropgrumman.com,0.0
Brandon.Samson.Rogers@comcast.net,0.0
Gretchen.Montana.Knapp@gmail.com,0.0
Eric.Addison.Mitchell@bellsouth.net,0.0
