Jason.Bradley.Shaffer@juno.com,0.0
Aubrey.Ivan.Whitehead@verizon.net,0.0
Merrill.Nigel.Mathis@bellsouth.net,0.0
Julian.Eden.Sears@northropgrumman.com,0.0
Ulysses.Knox.Anthony@yahoo.com,0.0
Lucius.Louis.Colon@raytheon.com,0.0
Diana.Adele.Duke@hotmail.com,0.0
James.Aristotle.Chapman@hotmail.com,0.0
Sopoline.Idola.Kemp@raytheon.com,0.0
Stacey.Melodie.Henson@aol.com,0.0
Isaac.Theodore.Valentine@aol.com,0.0
Ivan.Trevor.Shaw@hp.com,0.0
Ferdinand.Baxter.Cook@cox.net,0.0
Ronan.Griffin.Stafford@comcast.net,0.0
Dylan.Ivan.Owen@optonline.net,0.0
Samuel.Baxter.Gardner@aol.com,0.0
