Blair.Orson.Head@juno.com,0.0
Shad.Brody.Harmon@hotmail.com,0.0
Malachi.Edward.Gillespie@hotmail.com,0.0
Mona.Clio.Harding@hotmail.com,0.0
Samuel.Clinton.Bradford@yahoo.com,0.0
Stuart.Harding.Terrell@harris.com,0.0
Hermione.Aspen.Barrett@harris.com,0.0
Lee.Jane.Frazier@sbcglobal.net,0.0
Len.Kelly.Walter@optonline.net,0.0
Quentin.Merritt.Hodge@hp.com,0.0
Nero.Akeem.Moore@hp.com,0.0
Ray.Benjamin.Lindsay@hotmail.com,0.0
Cyrus.Graham.Lane@sbcglobal.net,0.0
Raja.Elijah.Fields@northropgrumman.com,0.0
Candace.Wynne.Price@northropgrumman.com,0.0
Pamela.Alana.Bartlett@cox.net,0.0
Clinton.Shad.Michael@charter.net,0.0
Cyrus.Kato.Clayton@gmail.com,0.0
Wyatt.Taylor.Valencia@earthlink.net,0.0
