Karen.Carolyn.Langley@dtaa.com,0,0
Louis.Ross.Valenzuela@gmail.com,0,0
James.Fuller.Dixon@hotmail.com,0,0
Rama.Mari.Lamb@charter.net,0,0
Driscoll.Hammett.Kirk@hp.com,0,0
Garth.Garrett.Stein@boeing.com,0,0
McKenzie.Virginia.Wade@juno.com,0,0
Violet.Adara.Pollard@netzero.com,0,0
Keaton.Vance.Frye@juno.com,0,0
Rachel.Kiona.Anthony@comcast.net,0,0
Timon.Laith.Barber@sbcglobal.net,0,0
Nathaniel.Kieran.Mccormick@optonline.net,0,0
Orlando.Kadeem.Waters@harris.com,0,0
Isabella.Serina.Battle@hp.com,0,0
Autumn.Aubrey.Hopkins@verizon.net,0,0
Fitzgerald.Russell.Bass@bellsouth.net,0,0
Yuli.Basil.Morse@gmail.com,0,0
Uma.Odette.Hurst@sbcglobal.net,0,0
Sheila.Britanni.Price@optonline.net,0,0
Cheryl.Leandra.James@optonline.net,0,0
