Noah.Marsden.Craig@verizon.net,0,0
Maite.Fay.Sheppard@bellsouth.net,0,0
Tanek.Caleb.Kaufman@sbcglobal.net,0,0
Tashya.Adria.Fowler@dtaa.com,0,0
Adele.Zia.Waters@msn.com,0,0
Dora.Kiara.Pearson@dtaa.com,0,0
Audra.Zena.Quinn@netzero.com,0,0
Steven.Buckminster.Baxter@boeing.com,0,0
Aileen.Evangeline.Carr@cox.net,0,0
Damon.Cyrus.Abbott@yahoo.com,0,0
Tatyana.Noel.Hunt@raytheon.com,0,0
Garrison.Stone.Britt@charter.net,0,0
Ira.Hayes.Ramos@juno.com,0,0
Xanthus.William.Curtis@hotmail.com,0,0
Karen.Serina.Blackwell@yahoo.com,0,0
Uma.Lael.Stanton@netzero.com,0,0
Caleb.Ezra.Weber@dtaa.com,0,0
Jesse.Malcolm.Wilder@msn.com,0,0
Graiden.Xenos.Tyson@yahoo.com,0,0
Deborah.Shaine.Ballard@yahoo.com,0,0
Indigo.Yuri.Gates@hotmail.com,0,0
Katell.Blaine.Tyson@raytheon.com,0,0
