Driscoll.Evan.Roman@netzero.com,0,0
Ethan.Robert.Bryan@dtaa.com,0,0
Chava.Alisa.Porter@dtaa.com,0,0
Madaline.Karen.Gallegos@sbcglobal.net,0,0
Todd.Jonathan.Shields@dtaa.com,0,0
Burke.Daniel.Nelson@boeing.com,0,0
Damon.Hyatt.Boyle@dtaa.com,0,0
Austin.Elliott.Morin@yahoo.com,0,0
Hilda.Marcia.Sims@cox.net,0,0
Destiny.Kelsie.Fletcher@dtaa.com,0,0
Avye.Cameran.Albert@hotmail.com,0,0
Orlando.Isaiah.Mendez@cox.net,0,0
Benjamin.Nathaniel.Ayala@boeing.com,0,0
Malachi.Lester.Lopez@yahoo.com,0,0
Fiona.Alfreda.Leon@msn.com,0,0
Zia.Gillian.Sims@optonline.net,0,0
Mason.Lamar.Kent@juno.com,0,0
Noel.Scarlett.Farrell@comcast.net,0,0
Aaron.Dieter.Combs@gmail.com,0,0
Macon.Neville.Mclaughlin@juno.com,0,0
