Faith.Gemma.Contreras@earthlink.net,0,0
George.Owen.Conway@raytheon.com,0,0
Ciaran.Theodore.Maxwell@dtaa.com,0,0
Thomas.Jermaine.Combs@dtaa.com,0,0
Audrey.Shea.Joyce@dtaa.com,0,0
Troy.Michael.Little@dtaa.com,0,0
Ignatius.Randall.Webster@dtaa.com,0,0
Albert.Reuben.Cardenas@harris.com,0,0
William.Rogan.Carey@yahoo.com,0,0
Linus.Rajah.Beach@aol.com,0,0
Griffin.Erich.Underwood@dtaa.com,0,0
Evelyn.Riley.Bentley@cox.net,0,0
Heather.Nerea.Colon@comcast.net,0,0
Aline.Vanna.Rojas@dtaa.com,0,0
Colton.Levi.Smith@yahoo.com,0,0
Alexis.Blair.Walker@gmail.com,0,0
Harriet.Reagan.Snyder@yahoo.com,0,0
Uma.Charissa.Russell@raytheon.com,0,0
Channing.Blake.Lowe@hp.com,0,0
Jakeem.Carter.Parrish@juno.com,0,0
Noah.Kennedy.Duffy@comcast.net,0,0
Breanna.Sarah.Ford@optonline.net,0,0
Deborah.Ima.Franco@msn.com,0,0
Nayda.Audra.Little@optonline.net,0,0
Yoko.Priscilla.Dixon@yahoo.com,0,0
Hu.Bernard.Walls@gmail.com,0,0
Juliet.Laura.Mueller@optonline.net,0,0
Fletcher.Coby.Rios@cox.net,0,0
Ciaran.Craig.Mcfarland@optonline.net,0,0
Rylee.Alisa.Mcintyre@netzero.com,0,0
Ulric.Joel.Pratt@verizon.net,0,0
