Mary.Emi.Mcintyre@msn.com,0.0
Anika.Ramona.Bird@aol.com,0.0
Jonathan.Warren.Daniel@hp.com,0.0
Clementine.Deirdre.Sherman@bellsouth.net,0.0
Timon.Odysseus.Mcdowell@earthlink.net,0.0
John.Hiram.Lee@netzero.com,0.0
Nadine.Francesca.Cabrera@yahoo.com,0.0
Justin.Joel.Howe@gmail.com,0.0
Craig.Emmanuel.Frederick@hp.com,0.0
Yen.Amelia.Cote@gmail.com,0.0
Summer.Xandra.Key@yahoo.com,0.0
Hilel.Dale.Hebert@juno.com,0.0
Vance.Abbot.Lara@earthlink.net,0.0
Paul.Wayne.Mason@cox.net,0.0
Thomas.Lee.Henry@northropgrumman.com,0.0
